"Year","Mean_outflow_CY","Mean_inflow_CY","Mean_YOLO_CY","Mean_SAC_CY","Mean_Export_CY","Mean_outflow_WY","Mean_inflow_WY","Mean_YOLO_WY","Mean_SAC_WY","Mean_Export_WY","Chlorophyll","DissAmmonia","DissNitrateNitrite","Salinity","Secchi","Temperature","TotPhos","Temperature_model","FMWT_fish_catch_per_tow_AmericanShad","FMWT_fish_catch_per_tow_PacificHerring","FMWT_fish_catch_per_tow_ThreadfinShad","FMWT_fish_catch_per_tow_NorthernAnchovy","FMWT_fish_catch_per_tow_DeltaSmelt","FMWT_fish_catch_per_tow_StripedBass_age0","FMWT_fish_catch_per_tow_LongfinSmelt","FMWT_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","FMWT_fish_catch_per_tow_Marine_pelagic_forage_fishes","FMWT_fish_biomass_AmericanShad","FMWT_fish_biomass_PacificHerring","FMWT_fish_biomass_ThreadfinShad","FMWT_fish_biomass_NorthernAnchovy","FMWT_fish_biomass_DeltaSmelt","FMWT_fish_biomass_StripedBass_age0","FMWT_fish_biomass_LongfinSmelt","FMWT_fish_biomass_Estuarine_pelagic_forage_fishes","FMWT_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_MidwaterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_MidwaterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_AmericanShad","BayStudy_MidwaterTrawl_fish_biomass_PacificHerring","BayStudy_MidwaterTrawl_fish_biomass_ThreadfinShad","BayStudy_MidwaterTrawl_fish_biomass_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_biomass_DeltaSmelt","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age0","BayStudy_MidwaterTrawl_fish_biomass_LongfinSmelt","BayStudy_MidwaterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_OtterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_OtterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_OtterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_OtterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_OtterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_AmericanShad","BayStudy_OtterTrawl_fish_biomass_PacificHerring","BayStudy_OtterTrawl_fish_biomass_ThreadfinShad","BayStudy_OtterTrawl_fish_biomass_NorthernAnchovy","BayStudy_OtterTrawl_fish_biomass_DeltaSmelt","BayStudy_OtterTrawl_fish_biomass_StripedBass_age0","BayStudy_OtterTrawl_fish_biomass_LongfinSmelt","BayStudy_OtterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_Marine_pelagic_forage_fishes","DJFMP_fish_catch_per_seine_Silverside","DJFMP_fish_biomass_Silverside","Cladoceran_BPUE","Herbivorous_Copepods_BPUE","Mysids_BPUE","Predatory_Copepods_BPUE","Rotifers_BPUE","Corbicula_cpue","Potamocorbula_cpue","Amphipoda_cpue"
1988,5979.62841530055,15258.849726776,161.469945355191,13339.1256830601,7861.41803278689,6029.56830601093,15342.8415300546,161.469945355191,13375.4371584699,7975.5218579235,5.19485576923077,0.110582524271845,0.564537037037037,5.95243878316261,59.774358974359,17.9795275389027,0.186214285714286,16.3536805687175,3.3688183606776,0.0370915032679739,0.766542867146859,8.14435774309724,0.518148926237161,1.2869015482067,1.79126442243564,7.73167612470396,8.18144924636521,26722.6142637231,1377.83437559877,8544.24481793513,12961.3870318183,1374.48666368635,9435.29641470869,19036.5627409008,65113.204900954,14339.2214074171,1.61428571428571,0.971428571428571,0.0142857142857143,9.38571428571429,0.3,0.80047619047619,2.25714285714286,4.98619047619048,10.3571428571429,7716.64683597899,886.948488396973,82.9863552343717,63187.7466181369,698.920728989083,8598.59645201195,16120.8793262457,33218.0296984601,64074.6951065339,0.0142857142857143,0.1,0,0.357142857142857,0.0714285714285714,4.79944761904762,0.685714285714286,5.57087619047619,0.457142857142857,175.307583796481,61.6835318238276,0,2283.91723809662,155.653086068649,13345.7008841244,2966.76769812495,16643.4292521145,2345.60076992045,4.16666666666667,8532.14819683683,18772.41,357833.07983,613540.61516671,23879.2309,206380.691,519.59706959707,1620.51282051282,16.2933220625528
1989,8866.47397260274,19838.8082191781,61.8054794520548,17952.4931506849,9563.48493150685,9052.52876712329,18820.8465753425,62.0712328767123,16990.1095890411,8523.74794520548,5.53958549222798,0.112880434782609,0.489387755102041,4.68437507515308,64.2272727272727,17.853496446548,0.17390625,16.0846407420663,3.88604896504056,0.00930372148859544,0.296542253264942,3.17166866746699,0.928400451089527,1.21008950200127,1.0936265415257,7.414707712922,3.18097238895558,36412.078966632,300.503210409563,2959.8677308495,8765.21644987397,2814.83215640862,8624.82153071473,8951.61798915455,59763.2183737594,9065.71966028353,1.12,0.58,0,7.2,0.22,1.61,0.98,3.93,7.78,6491.82727131479,435.7786716532,0,56496.3865712433,666.255287201152,5246.83683135736,8240.71077777309,20645.6301676464,56932.1652428965,0,0,0,0,0,10.2132,0.3,10.5132,0,0,0,0,0,0,26704.1948235163,795.281458301963,27499.4762818183,0,9.29097222222222,13913.4859093591,38348.686,1305536.63109,723488.152810342,19604.9187,154703.7398,686.118479221927,958.222811671088,3.40916819696661
1990,5341.16164383562,13538.0931506849,28.6712328767123,12108.5753424658,6722.24109589041,5379.31506849315,15173.5589041096,28.7835616438356,13646.7123287671,8286.57534246575,5.52936842105263,0.114940476190476,0.523762886597938,5.87626712809301,70.7257142857143,18.1724357139042,0.182677165354331,16.4200107798689,8.78262759649314,0,2.89755902360944,15.7430672268908,1.03610444177671,3.23542087289461,0.527676070428171,16.4793880052021,15.7430672268908,62752.0758841569,0,25591.2020994543,44390.2329275554,2038.92217766508,27295.9807710704,3782.07767657886,121460.258608926,44390.2329275554,2.94285714285714,0.171428571428571,0,3.65714285714286,0.371428571428571,0.719761904761905,0.257142857142857,4.29119047619048,3.82857142857143,15861.7847835353,130.19096680742,0,30181.6664838597,584.966822886017,3090.60505337114,2040.34297076885,21577.6996305613,30311.8574506672,0,0.0285714285714286,0,0,0.1,5.46485714285714,0.0714285714285714,5.63628571428572,0.0285714285714286,0,12.1414016063285,0,0,134.545877111847,22737.2126756769,307.624057626671,23179.3826104154,12.1414016063285,5.68888888888889,6102.18973184423,7177.868,939242.24821,380033.560125708,34356.4364,220930.324,1442.67399267399,761.904761904762,15.8565793181178
1991,6059.78904109589,11729.3452054795,107.898630136986,10415.4794520548,4557.70684931507,5959.87945205479,11780.3315068493,105.178082191781,10459.7260273973,4643.41369863014,8.61100961538462,0.1647,0.603875598086124,5.88488545835136,67.0157894736842,17.2936295843046,0.200381679389313,15.8902861799762,5.47363945578231,0.0313625450180072,1.58386854741897,49.1512605042017,1.96328031212485,2.04026022996611,0.268477390956383,11.3295259362486,49.1826230492197,46735.9035529871,2725.44127540908,14018.2890739719,142687.80300983,4253.70251740994,17445.3574780267,2075.74638565151,84528.9990080471,145413.244285239,1.07142857142857,0.214285714285714,0,3.9,0.157142857142857,1.05285714285714,0.471428571428571,2.75285714285714,4.11428571428571,12317.766361663,206.87053136066,0,27936.9035389792,412.064405904205,5137.99979899468,3350.26778192626,21218.0983484881,28143.7740703399,0,0,0,0,0,5.51019047619048,0.128571428571429,5.63876190476191,0,0,0,0,0,0,22475.7996479314,851.652307561242,23327.4519554926,0,10.0740740740741,13176.1919460607,10637.188,742509.99494,556173.715073428,26049.3658,255603.01,610.105580693816,937.594268476621,47.6490892214874
1992,7473.60382513661,12546.5737704918,133.142076502732,11073.087431694,3985.40710382514,7081.34972677596,12543.6202185792,133.734972677596,11084.2349726776,4260.85792349727,11.0415348837209,0.128776595744681,0.524063926940639,5.96436190352323,72.3,18.933972008851,0.177067669172932,17.0711063224583,4.30012004801921,0,3.19294717887155,81.7164915966386,0.478921568627451,3.22893839353923,0.170438175270108,11.3713653643276,81.7164915966386,31698.3731759827,0,32693.9055120038,115647.334509958,663.201577131678,33229.2716757539,1666.13808251284,99950.8900233849,115647.334509958,0.714285714285714,1.02857142857143,0.185714285714286,4.28571428571429,0.4,3.92904761904762,0.214285714285714,5.44333333333333,5.31428571428571,4073.94002022695,550.456835029199,613.740482060546,15563.1983728939,543.010771706088,11897.3796432562,2276.99837397758,19405.0692912273,16113.6552079231,0.0428571428571429,0.0142857142857143,0,0,0.0571428571428571,5.1273556231003,0.1,5.3273556231003,0.0142857142857143,651.775197058347,5.82705062737813,0,0,37.7795690516146,20537.4726872163,139.98652878463,21367.0139821109,5.82705062737813,16.825,21138.1642616519,101123.668,869710.61734,143493.249129476,69082.0003,53046.2016,494.65811965812,1172.36467236467,33.9346373000219
1993,26705.7643835616,35628.4931506849,2631.4,28866.5753424658,8350.07123287671,26308.6904109589,33517.9452054795,2633.1698630137,27116.5753424658,6658.09315068493,5.81870229007634,0.128560606060606,0.544244604316547,3.46434731566619,62.0076923076923,17.3416094378071,0.165606060606061,16.1378388777557,12.9206232492997,0.00840336134453781,8.45167567026811,7.21488595438175,2.8797218887555,3.75786860198625,1.68397358943577,29.6938629997453,7.22328931572629,63034.4628958673,459.697008177878,52462.3456092256,12905.1499135673,3751.82624405386,27718.8098675845,5557.8121249353,152525.256741667,13364.8469217452,3.25714285714286,0.0571428571428571,3.95714285714286,3.47142857142857,0.414285714285714,12.3312380952381,1.85714285714286,21.8169523809524,3.52857142857143,11854.0848187641,94.3618906432859,9860.67442322473,15530.2440723981,468.230413355255,28744.1923954118,2286.2223364838,53213.4043872397,15624.6059630414,0.1,0,0.0142857142857143,0,0.185714285714286,8.53942857142857,0.3,9.13942857142857,0,629.25566590437,0,1.55041309479907,0,115.674061662239,32181.0175121349,488.366358362574,33415.8640111589,0,4.15516666666667,5865.61266429136,88947.752,932432.22344,399086.105273017,27767.4663,140523.4884,1095.79772079772,337.428774928775,52.4394586894587
1994,7696.92602739726,14013.1890410959,42.9972602739726,12102.7397260274,5000.2602739726,8256.72054794521,15284.6712328767,42.6383561643836,13126.6301369863,5784.9698630137,4.95446808510638,0.146883116883117,0.6301875,5.47796736063053,80.9797297297297,17.1821975807411,0.145826771653543,16.0963920877302,2.63793017206883,0.0178571428571429,2.61441076430572,16.0511704681873,0.295028011204482,2.21173537596857,0.756042416966787,8.51514674051439,16.0690276110444,29357.6145693562,39.2401486511657,31631.8896683457,60638.3996390483,513.342805603618,25516.3089523182,8246.38088727706,95265.5368829008,60677.6397876995,0,1,0,3.9,0.1,0.25,0.9,1.25,4.9,0,1023.92083763148,0,10751.1327386108,229.171610717896,2565.68221076701,4793.80686403055,7588.66068551546,11775.0535762423,0.285714285714286,0.0142857142857143,0,0,0.285714285714286,5.68685714285714,0.0428571428571429,6.30114285714286,0.0142857142857143,1344.26855958585,7.56780069775438,0,0,303.620029108319,23827.0870241446,249.753983424598,25724.7295962634,7.56780069775438,19.3805555555556,25510.7396603471,19367.708,314049.95024,92283.0688540306,94450.18148,15321.6808,316.239316239316,769.230769230769,133.519614288845
1995,60214.2493150685,67501.1863013699,15300.1232876712,39782.4657534247,7042.82739726027,57737.3698630137,65329.5698630137,15215.2410958904,38329.2602739726,7186.33698630137,2.70833333333333,0.101968503937008,0.421679389312977,2.02177245478544,53.042735042735,16.2034189258016,0.13763358778626,16.3843059112302,16.2894957983193,0.38655462184874,3.75231592637055,4.47689075630252,2.19121648659464,1.2892452173177,8.61889755902361,32.1411709876258,4.86344537815126,57423.2066807762,1448.36702642681,15516.4444333748,8000.71385083185,3069.53656851883,8280.89460569253,14243.8984021992,98533.9806905615,9449.08087725866,1.70666666666667,0.0166666666666667,0.1,1.03333333333333,0.333333333333333,1.90166666666667,5.61666666666667,9.65833333333333,1.05,6585.3078501522,29.1160399450713,177.988299372746,5433.42696859877,761.609542049711,10063.0521332187,8576.6554320546,26164.613256848,5462.54300854385,0.24,0,0,0,0.166666666666667,11.4433333333333,0.716666666666667,12.5666666666667,0,2035.12313978144,0,0,0,77.9149806551001,27247.6165631215,863.721401483142,30224.3760850412,0,13.6416666666667,15299.5361470989,23967.098,309790.72203,42339.5153030279,53966.8442,203115.2468,552.564102564103,170.512820512821,75.119752042829
1996,39485.8469945355,48263.349726776,5455.45901639344,34079.5081967213,8289.8825136612,35107.1202185792,43314.543715847,4704.00273224044,31098.9071038251,7436.66120218579,2.9103937007874,0.113511450381679,0.500229007633588,2.99751305315071,57.7350427350427,16.9165548341434,0.135038167938931,16.500480501557,10.4044476881662,0.078781512605042,2.44547000618429,21.5609243697479,0.476781621739605,0.836152457777983,0.941001400560224,15.1038531744283,21.6397058823529,50917.1323625225,321.460028213585,14603.0867323432,89939.3191800823,963.611854690668,7373.8210904528,7432.49498353598,81290.1470235452,90260.7792082959,2.8,0.2,0.514285714285714,0.571428571428571,0.385714285714286,1.15928571428571,5.01428571428571,9.87357142857143,0.771428571428571,8963.89420129947,102.494677620343,1989.06306016479,5521.04915346241,1016.56628426132,10450.9379547414,43050.1812623479,65470.6427628149,5623.54383108276,0.0285714285714286,0,0.0142857142857143,0,0.528571428571429,3.47619047619048,0.2,4.24761904761905,0,277.792120985088,0,133.428794518403,0,388.745882324511,11228.7450603392,1048.63261999947,13077.3444781667,0,27.7638888888889,34587.7322200311,11825.484,364255.73807,64924.7891173327,53231.8028,117740.5618,591.911764705882,191.742081447964,26.8121301775148
1997,41503.1123287671,49989.3205479452,12749.7123287671,25818.7671232877,7241.1698630137,47426.6054794521,55540.8520547945,13527.6657534247,29027.0410958904,7123.80273972603,3.95983870967742,0.121162790697674,0.571538461538462,3.87078694200221,60.0762711864407,17.671097377254,0.133307692307692,16.7047003343821,6.24734893957583,0.00840336134453781,9.88956082432973,5.09513805522209,1.03608943577431,1.2794101615005,0.875040016006403,19.3274493771868,5.10354141656663,40927.8433167575,316.716767692603,60639.9834976418,7376.08387389471,1591.06366847503,10053.3291170858,3370.88219029331,116583.101790253,7692.80064158732,2.42857142857143,0.328571428571429,4.04285714285714,3.1,1.21428571428571,3.61595238095238,3.27142857142857,14.5730952380952,3.42857142857143,15145.8355472145,174.07263728844,19889.9046240765,20406.4256158963,1201.8491650433,15471.6346176508,25855.6339442222,77564.8578982073,20580.4982531847,0,0,0.114285714285714,0,0.0857142857142857,3.48019047619048,0.357142857142857,4.03733333333333,0,0,0,975.064375121538,0,53.5939720311472,20302.7592979986,2909.03798081862,24240.4556259699,0,17.7625,15967.3635734935,8088.006,516204.92099,134788.500731507,98068.52474,85341.3568,667.735042735043,599.358974358974,68.4582511505589
1998,63611.2465753425,69721.2520547945,11641.8794520548,42799.1780821918,5563.21369863014,59339.301369863,66317.5452054795,11624.6356164384,40077.7534246575,6641.75890410959,3.82027272727273,0.0889075630252101,0.454656488549618,2.27186443193026,48.0932203389831,16.083886354612,0.129615384615385,15.8485671434509,10.412850140056,0.0304621848739496,12.480487194878,0.564075630252101,0.982568027210884,3.01689217353608,10.8093737494998,37.7021712851807,0.59453781512605,38933.537642503,677.35883552587,44378.1589976016,2004.40179887868,1404.02638761863,18506.6606596964,28029.6960586662,131252.079746086,2681.76063440455,3.51428571428571,0,2.24285714285714,2.14285714285714,0.471428571428571,1.6,6,13.8285714285714,2.14285714285714,7647.91619280996,0,4791.45290691956,11207.2219624425,729.218326107672,10221.1271650726,7884.75069723633,31274.4652881461,11207.2219624425,0.1,0,0.314285714285714,0,0.0857142857142857,3.53095238095238,0.957142857142857,4.98809523809524,0,287.608561292492,0,876.727935716646,0,64.0018438740334,14133.5788466256,2353.34048264742,17715.2576701562,0,12.3294444444444,14807.9427851409,27176.434,642546.92577,105392.758091189,42964.1071,167853.879,1138.88888888889,212.606837606838,99.4771120973044
1999,26233.7315068493,35147.8328767123,2191.24383561644,26839.1780821918,7485.19178082192,31169.3424657534,39181.8246575342,2250.51780821918,30070.9589041096,6730.77260273973,4.19872,0.128503937007874,0.5446875,3.80050330707864,58.895652173913,15.4157056991633,0.118346456692913,15.4617849923609,1.78790516206483,0.0164815926370548,3.01483593437375,5.31947779111645,3.01926270508203,1.36208900226757,6.34891956782713,15.5330123716153,5.3359593837535,8956.38533440909,77.9737145992228,11176.0268038283,15844.1827141758,4696.5668400647,12621.2582633454,10050.0056820984,47500.2429237458,15922.156428775,1.11428571428571,0.0571428571428571,0.0285714285714286,3.05714285714286,0.871428571428571,1.03119047619048,16.9571428571429,20.002619047619,3.11428571428571,8403.10920149255,11.5953740482576,219.586343039358,19576.742899176,1213.72872678102,4956.03336565933,35521.7295615794,50314.1871985516,19588.3382732243,0.0428571428571429,0,0,0,0.3,4.43178571428571,3.98571428571429,8.76035714285714,0,314.446234980234,0,0,0,279.496701789786,27904.1143439775,5188.79031283651,33686.847593584,0,18.0077777777778,17992.9109825983,14573.936,663318.322,260429.438543179,39003.89816,174359.9694,747.195512820513,670.005341880342,85.2851742274819
2000,24628.3825136612,34448.9726775956,4073.25956284153,24859.8360655738,8941.5218579235,25052.6393442623,34774.9316939891,4079.34426229508,25290.4371584699,8750.08743169399,5.11223076923077,0.117890625,0.504772727272727,3.95144256524611,63.1271186440678,16.653394392413,0.126590909090909,16.1498059373718,1.8515456182473,0.00720288115246098,0.725640256102441,2.49414765906363,1.98952581032413,0.832465031467132,5.71065926370548,11.1098359798465,2.50135054021609,11170.8726778556,29.2557102116865,7267.93548886429,9543.18739092597,2612.52743642799,5624.34010042002,12403.1362801274,39078.8119836953,9572.44310113765,3.21428571428571,0.214285714285714,0.5,3.32857142857143,0.585714285714286,2.05952380952381,6.35714285714286,12.7166666666667,3.54285714285714,27017.8488977926,660.127356383549,6850.46725830046,14770.0235942017,1062.81326741295,13624.3181867265,30945.2487029204,79500.696313153,15430.1509505853,0.1,0,0,0,0.171428571428571,3.76685714285714,0.742857142857143,4.78114285714286,0,726.861859779633,0,0,0,196.747618428017,11614.5501824949,1514.59437066126,14052.7540313638,0,19.9766666666667,20347.8191198808,10776.77,519413.90058,306824.608778985,30684.48952,64616.6762,425.614316239316,459.001068376068,93.0103550295858
2001,11385.3424657534,18868.8767123288,662.783561643836,15411.5342465753,6578.20547945205,9632.54246575342,17939.8246575342,506,14527.2328767123,7067.4301369863,6.63984732824427,0.173461538461538,0.682727272727273,5.30466404375769,65.195,16.888996665605,0.142348484848485,16.3489374035703,2.01394057623049,0.375665266106443,7.2405912364946,5.19417767106843,1.84928471388555,1.7039257748554,0.446603641456583,13.2543459429226,5.56984293717487,10112.6214812636,1724.61383340404,27364.5371190888,16134.1472305043,2876.3085943173,12428.4048550973,4721.27167565581,57503.1437254228,17858.7610639084,1.4,0.557142857142857,2.91428571428571,2.02857142857143,0.157142857142857,3.49404761904762,1.35714285714286,9.32261904761905,2.58571428571429,10795.5141883331,448.785647708284,7206.9266550685,13901.4273125472,564.24885732172,14773.8125626666,7622.4749274983,40962.9771908882,14350.2129602554,0.471428571428571,0.0142857142857143,0,0,0.0428571428571429,3.08095238095238,0.471428571428571,4.06666666666667,0.0142857142857143,1331.71675396668,3.97448345707337,0,0,29.2141559903564,10300.2557972184,1035.63232271111,12696.8190298865,3.97448345707337,42.0527777777778,62484.7872248576,11270.12,377256.41441,127935.125954156,88214.08846,24268.7916,222.355769230769,1014.82371794872,75.5927432610125
2002,12970.1287671233,21878.5315068493,1049.58630136986,18333.6712328767,7590.38356164384,12696.2493150685,21646.2849315068,978.353424657534,18101.397260274,7698.37534246575,6.83671755725191,0.165483870967742,0.629923664122137,4.79890318598846,68.6440677966102,16.9028902717874,0.148854961832061,16.358301340705,4.20301120448179,0.187640056022409,1.55076030412165,0.634603841536615,0.392311924769908,0.240553091866117,1.70709783913565,8.09373436437512,0.822243897559024,28658.3808164903,651.977940827852,8856.80906127016,2091.41064939392,756.237525453056,2269.00722800756,5232.29188558991,45772.726516811,2743.38859022177,1.28571428571429,0.771428571428571,0.771428571428571,1.88571428571429,0.128571428571429,1.36285714285714,0.857142857142857,4.40571428571429,2.65714285714286,9420.45152032841,1381.46986599935,1587.31677673341,9474.37083366495,487.516524212053,14132.4457708127,7087.72133311551,32715.4519252021,10855.8406996643,0.0571428571428571,0.1,0,0,0.257142857142857,0.926666666666667,0.771428571428571,2.01238095238095,0.1,521.606213749979,30.150586182083,0,0,285.552665845461,6899.54365830238,1164.29528839841,8870.99782629622,30.150586182083,30.4461111111111,42233.5855934254,9954.892,500759.93013,147285.575099774,88089.57656,43429.9554,346.428571428571,1211.53846153846,111.258453085376
2003,18961.4465753425,29357.0684931507,1433.90684931507,25321.7808219178,9036.58356164384,19438.2136986301,29456.6849315069,1549.77808219178,25283.4246575342,8734.29315068493,5.72060606060606,0.145245901639344,0.585151515151515,4.08720142777823,80.4700854700855,16.9329592809301,0.123333333333333,16.4749316889576,20.680887354942,0.086078181272509,2.42554521808723,1.34161164465786,0.62547018807523,0.2850995264073,0.856753951580632,24.8737562390924,1.42768982593037,104364.68935505,311.606282338795,26160.5360770085,4972.41799296995,822.647796180821,3127.04005962121,4941.22287416472,139416.136162025,5284.02427530875,6.45714285714286,0.0714285714285714,0.557142857142857,0.457142857142857,0.257142857142857,0.646190476190476,0.314285714285714,8.23190476190476,0.528571428571429,19466.787572909,127.710001025227,2262.79998223057,2105.81711870601,651.340416324747,5268.60920076061,1539.70392850454,29189.2411007294,2233.52711973124,0.0285714285714286,0,0,0,0.0428571428571429,2.43809523809524,0.271428571428571,2.78095238095238,0,38.7957391495055,0,0,0,25.1868710689119,9850.98512739568,691.059168991026,10606.0269066051,0,38.4833333333333,42536.4776848408,20850.25,484340.16735,119357.773516969,74788.99638,61185.2178,297.75641025641,1255.60897435897,170.290927021696
2004,19992.4945355191,29558.4808743169,4212.83879781421,22863.1147540984,8435.1912568306,20594.8524590164,30406.7513661202,4308.30601092896,23594.3989071038,8464.54371584699,5.21793893129771,0.169603174603175,0.656969696969697,4.44907051736459,70.85,17.0660346616988,0.124924242424242,16.5450192674061,2.44359618847539,0.0222776610644258,1.63561424569828,0.420561974789916,0.220441926770708,0.172286073520317,0.478448879551821,4.95038731401652,0.442839635854342,12801.0974205212,86.7861152072232,6438.65364125001,1914.49055797307,408.606697067456,1988.14561917942,2135.12377893029,23771.6271569484,2001.27667318029,0.928571428571429,0.385714285714286,0.185714285714286,1.24285714285714,0.885714285714286,0.926190476190476,1.11428571428571,4.04047619047619,1.62857142857143,9297.07173100337,350.809887226615,605.427644154739,8178.72363583037,1263.12667014698,9104.16409254741,5232.60451990355,25502.3946577561,8529.53352305699,0.0571428571428571,0.1,0.0142857142857143,0,0.0142857142857143,1.11904761904762,0.471428571428571,1.67619047619048,0.1,407.102793128572,40.6054827414319,55.0859271472217,0,4.68249063742632,9464.31461334145,951.134126818968,10882.3199510736,40.6054827414319,47.1005555555556,56381.7988051127,15057.714,480587.7215,118470.670828174,108293.72688,53338.7932,241.185897435897,1080.52884615385,66.5834566074951
2005,23419.4876712329,34010.6520547945,1861.78356164384,24854.2465753425,9593.19178082192,21323.1287671233,30964.504109589,981.93698630137,23131.7808219178,8936.40821917808,3.6680303030303,0.151166666666667,0.51719696969697,3.88061339094531,77.25,16.6748404217692,0.121060606060606,16.3763639853918,3.36961784713886,0.821428571428572,1.07786614645858,1.12785114045618,0.0818577430972389,0.297685740963052,0.214045618247299,5.04107309590503,1.94927971188475,14784.1217965257,4250.40755108159,5223.59975139809,7038.02557028965,136.124019322236,2248.16351317343,1389.33861781832,23781.3476982378,11288.4331213712,7.92857142857143,0.114285714285714,0.457142857142857,0.114285714285714,0.2,0.714285714285714,0.5,9.8,0.228571428571429,19631.7643506059,397.856059165162,2366.43708223488,419.41517285796,343.186580522332,3671.6576238392,3370.68031889972,29383.725956102,817.271232023122,0.471428571428571,0,0,0,0.0142857142857143,3.20714285714286,0.0714285714285714,3.76428571428571,0,887.626616858929,0,0,0,6.68555145650689,10946.546697749,230.651077953208,12071.5099440176,0,61.53,71857.8529098735,5312.824,414235.5949,79098.3894257699,72220.82502,33090.3296,498.397435897436,1115.11752136752,82.8196909927679
2006,54503.1095890411,64121.7780821918,14583.7780821918,36238.5479452055,8681.94794520548,57397.1095890411,66967.5726027397,15472.8876712329,38112.0547945205,8722.43835616438,3.67416666666667,0.0870634920634921,0.38969696969697,3.2716141917149,65.425,16.8707543222953,0.0889393939393939,16.0599188489553,5.83648959583834,0.244747899159664,4.03840036014406,0.910714285714286,0.12436974789916,1.02787239895958,1.14672869147659,12.1738607943177,1.15546218487395,25979.9380000927,790.867733598023,11739.5061420603,4394.82618965869,149.635534197801,6662.58678936447,1820.83582554377,46352.5022912591,5185.69392325672,5.02857142857143,0.0428571428571429,3.2,9.84285714285714,0.0571428571428571,1.79095238095238,0.342857142857143,10.4195238095238,9.88571428571429,16551.1679846557,108.869412971572,10161.2449002883,49670.5805969638,272.086344351965,10759.7345552901,855.852902959187,38600.0866875453,49779.4500099354,0.0142857142857143,0,0.0285714285714286,0,0.1,7.59485714285714,0.242857142857143,7.98057142857143,0,483.194559228172,0,231.434960740974,0,79.6584931815357,24157.6915101769,233.47149728085,25185.4510206085,0,140.436666666667,121249.628095626,14273.186,530570.21682,89497.5716891433,89782.1556,106142.9528,935.363247863248,1814.63675213675,155.571992110454
2007,8308.96164383562,17138.6794520548,339.147945205479,14466.8219178082,7171.35342465753,8567.80821917808,18228.8054794521,341.939726027397,15153.2876712329,8020.33698630137,5.97515151515152,0.11408,0.681515151515152,5.20991541761809,83.6890756302521,16.4685532565575,0.103787878787879,16.2400424137696,1.53867547018808,0.023109243697479,0.692522008803521,2.43052220888355,0.104441776710684,0.287542517006803,0.0456482593037215,2.66883003201281,2.45363145258103,6984.37299896679,121.794797654695,3895.81548316476,7948.83370226061,230.611259506986,3047.84613401507,756.899453300468,14915.5453289541,8070.62849991531,0.691428571428571,0.417142857142857,0.831428571428571,1.28571428571429,0.257142857142857,1.085,0.291428571428571,3.15642857142857,1.70285714285714,5023.75107619372,349.744737403019,5782.30218375782,4778.93447356608,624.874594231323,13474.0421251897,2423.85985468834,27328.8298340609,5128.6792109691,0,0,0.0142857142857143,0,0,1.68388278388278,0.0571428571428571,1.75531135531136,0,0,0,165.121639017702,0,0,17774.5194463826,403.212842115029,18342.8539275154,0,28.6333333333333,28392.55669386,5770.374,357091.227054097,33439.3238860581,83718.9547,36035.1548,472.889957264957,1379.94123931624,206.956771860618
